# Sample_ID	Tissue_General	Tissue_Specific
GTEX-S7PM-0426-SM-3NM91	Blood Vessel	Artery - Tibial
GTEX-S7SE-0526-SM-2XCD8	Blood Vessel	Artery - Tibial
GTEX-S7SF-2226-SM-3K2BG	Blood Vessel	Artery - Tibial
GTEX-S95S-1626-SM-2XCDJ	Blood Vessel	Artery - Tibial
GTEX-SIU8-0426-SM-4BRUE	Blood Vessel	Artery - Tibial
GTEX-SJXC-0426-SM-2XCFH	Blood Vessel	Artery - Tibial
GTEX-SN8G-0526-SM-32PLE	Blood Vessel	Artery - Tibial
GTEX-SNMC-1526-SM-2XCFN	Blood Vessel	Artery - Tibial
GTEX-SNOS-1726-SM-32PLN	Blood Vessel	Artery - Tibial
GTEX-SSA3-0426-SM-32QPI	Blood Vessel	Artery - Tibial
GTEX-T2IS-1026-SM-32QP1	Blood Vessel	Artery - Tibial
GTEX-T5JC-0226-SM-32PMA	Blood Vessel	Artery - Tibial
GTEX-T6MN-0426-SM-32PMF	Blood Vessel	Artery - Tibial
GTEX-T6MO-1926-SM-32QOJ	Blood Vessel	Artery - Tibial
GTEX-T8EM-1626-SM-3DB7K	Blood Vessel	Artery - Tibial
GTEX-TKQ1-1226-SM-4GICJ	Blood Vessel	Artery - Tibial
GTEX-TKQ2-1026-SM-33HB7	Blood Vessel	Artery - Tibial
GTEX-TMMY-0626-SM-33HBD	Blood Vessel	Artery - Tibial
GTEX-TSE9-0426-SM-3DB81	Blood Vessel	Artery - Tibial
GTEX-U3ZH-1726-SM-3DB79	Blood Vessel	Artery - Tibial
GTEX-U3ZN-2526-SM-3DB7V	Blood Vessel	Artery - Tibial
GTEX-U412-0226-SM-3NMC8	Blood Vessel	Artery - Tibial
GTEX-U4B1-1926-SM-3DB9E	Blood Vessel	Artery - Tibial
GTEX-U8T8-0326-SM-3DB93	Blood Vessel	Artery - Tibial
GTEX-U8XE-0626-SM-3DB8U	Blood Vessel	Artery - Tibial
GTEX-UJHI-1926-SM-3DB8Z	Blood Vessel	Artery - Tibial
GTEX-UPJH-0726-SM-4IHJW	Blood Vessel	Artery - Tibial
GTEX-V1D1-2626-SM-4JBJH	Blood Vessel	Artery - Tibial
GTEX-V955-2626-SM-3NM9F	Blood Vessel	Artery - Tibial
GTEX-VJWN-0626-SM-3NMAN	Blood Vessel	Artery - Tibial
GTEX-VUSG-2826-SM-4KKZM	Blood Vessel	Artery - Tibial
GTEX-W5WG-2226-SM-4LMI3	Blood Vessel	Artery - Tibial
GTEX-WCDI-0426-SM-4GIAL	Blood Vessel	Artery - Tibial
GTEX-WEY5-2126-SM-3GILK	Blood Vessel	Artery - Tibial
GTEX-WFG7-2326-SM-3GIKV	Blood Vessel	Artery - Tibial
GTEX-WFON-2526-SM-3LK7P	Blood Vessel	Artery - Tibial
GTEX-WHPG-2326-SM-3NMBP	Blood Vessel	Artery - Tibial
GTEX-WHSE-1126-SM-3NMBU	Blood Vessel	Artery - Tibial
GTEX-WHWD-2426-SM-3LK6S	Blood Vessel	Artery - Tibial
GTEX-WL46-0526-SM-3LK7W	Blood Vessel	Artery - Tibial
GTEX-WOFM-1726-SM-3MJFA	Blood Vessel	Artery - Tibial
GTEX-WRHK-1726-SM-3MJFK	Blood Vessel	Artery - Tibial
GTEX-WRHU-0726-SM-3MJFL	Blood Vessel	Artery - Tibial
GTEX-WWYW-0426-SM-3NB31	Blood Vessel	Artery - Tibial
GTEX-WY7C-2826-SM-3NB3Q	Blood Vessel	Artery - Tibial
GTEX-WYBS-0426-SM-3NM9M	Blood Vessel	Artery - Tibial
GTEX-WYJK-0426-SM-3NM9G	Blood Vessel	Artery - Tibial
GTEX-WYVS-2526-SM-3NMAT	Blood Vessel	Artery - Tibial
GTEX-WZTO-1126-SM-3NM93	Blood Vessel	Artery - Tibial
GTEX-X261-0526-SM-4PQYS	Blood Vessel	Artery - Tibial
GTEX-X4EP-0826-SM-3P5YK	Blood Vessel	Artery - Tibial
GTEX-X4XY-0526-SM-46MW1	Blood Vessel	Artery - Tibial
GTEX-X5EB-2626-SM-4E3HZ	Blood Vessel	Artery - Tibial
GTEX-X62O-1626-SM-46MW9	Blood Vessel	Artery - Tibial
GTEX-X88G-0426-SM-47JZ5	Blood Vessel	Artery - Tibial
GTEX-XAJ8-1226-SM-47JYS	Blood Vessel	Artery - Tibial
GTEX-XBEC-0526-SM-4QARU	Blood Vessel	Artery - Tibial
GTEX-XBED-2426-SM-4AT4O	Blood Vessel	Artery - Tibial
GTEX-XBEW-0826-SM-4QASQ	Blood Vessel	Artery - Tibial
GTEX-XGQ4-2426-SM-4AT55	Blood Vessel	Artery - Tibial
GTEX-XLM4-0426-SM-4AT54	Blood Vessel	Artery - Tibial
GTEX-XMK1-2526-SM-4B666	Blood Vessel	Artery - Tibial
GTEX-XOT4-0426-SM-4B66T	Blood Vessel	Artery - Tibial
GTEX-XOTO-0426-SM-4B66A	Blood Vessel	Artery - Tibial
GTEX-XPT6-2226-SM-4B66R	Blood Vessel	Artery - Tibial
GTEX-XPVG-2926-SM-4B66G	Blood Vessel	Artery - Tibial
GTEX-XQ8I-0826-SM-4BOOE	Blood Vessel	Artery - Tibial
GTEX-XUJ4-2826-SM-4BOQ2	Blood Vessel	Artery - Tibial
GTEX-XUW1-0726-SM-4BOP5	Blood Vessel	Artery - Tibial
GTEX-XUYS-0426-SM-47JX3	Blood Vessel	Artery - Tibial
GTEX-XUZC-2026-SM-4BRW9	Blood Vessel	Artery - Tibial
GTEX-XYKS-2626-SM-4BRUT	Blood Vessel	Artery - Tibial
GTEX-Y111-0426-SM-4TT3K	Blood Vessel	Artery - Tibial
GTEX-Y114-2726-SM-4TT9B	Blood Vessel	Artery - Tibial
GTEX-Y3IK-2826-SM-4WWDW	Blood Vessel	Artery - Tibial
GTEX-Y5LM-2326-SM-5S2NK	Blood Vessel	Artery - Tibial
GTEX-Y5V6-2826-SM-4VDSF	Blood Vessel	Artery - Tibial
GTEX-Y8DK-0526-SM-4TT3R	Blood Vessel	Artery - Tibial
GTEX-YB5E-2426-SM-5IFIV	Blood Vessel	Artery - Tibial
GTEX-YBZK-0226-SM-59HLO	Blood Vessel	Artery - Tibial
GTEX-YEC3-1126-SM-5IFIH	Blood Vessel	Artery - Tibial
GTEX-YEC4-2326-SM-5IFHV	Blood Vessel	Artery - Tibial
GTEX-YECK-0526-SM-4W1ZD	Blood Vessel	Artery - Tibial
GTEX-YFC4-0926-SM-5S2U7	Blood Vessel	Artery - Tibial
GTEX-YJ8A-0826-SM-5Q5A7	Blood Vessel	Artery - Tibial
GTEX-YJ8O-2726-SM-5IFJ7	Blood Vessel	Artery - Tibial
GTEX-Z93S-0926-SM-5HL8B	Blood Vessel	Artery - Tibial
GTEX-Z93T-0426-SM-5HL6G	Blood Vessel	Artery - Tibial
GTEX-Z9EW-1926-SM-5CVMP	Blood Vessel	Artery - Tibial
GTEX-ZA64-2226-SM-5Q5A9	Blood Vessel	Artery - Tibial
GTEX-ZAB4-1926-SM-57WD8	Blood Vessel	Artery - Tibial
GTEX-ZAB5-2026-SM-5L3EQ	Blood Vessel	Artery - Tibial
GTEX-ZAK1-0426-SM-5J1MS	Blood Vessel	Artery - Tibial
GTEX-ZC5H-0426-SM-5HL9R	Blood Vessel	Artery - Tibial
GTEX-ZDTS-0426-SM-4WAYH	Blood Vessel	Artery - Tibial
GTEX-ZF2S-2426-SM-5DUXV	Blood Vessel	Artery - Tibial
GTEX-ZF3C-0526-SM-4WWBG	Blood Vessel	Artery - Tibial
GTEX-ZGAY-0926-SM-4WWBQ	Blood Vessel	Artery - Tibial
GTEX-ZLV1-1926-SM-5FQSF	Blood Vessel	Artery - Tibial
GTEX-ZLWG-2426-SM-57WG6	Blood Vessel	Artery - Tibial
GTEX-ZP4G-2126-SM-57WEA	Blood Vessel	Artery - Tibial
GTEX-ZPIC-2426-SM-5DUW1	Blood Vessel	Artery - Tibial
GTEX-ZPU1-2726-SM-4WWFT	Blood Vessel	Artery - Tibial
GTEX-ZQUD-1326-SM-57WEF	Blood Vessel	Artery - Tibial
GTEX-ZT9W-2726-SM-57WG8	Blood Vessel	Artery - Tibial
GTEX-ZT9X-2026-SM-57WEJ	Blood Vessel	Artery - Tibial
GTEX-ZTPG-0426-SM-5O98K	Blood Vessel	Artery - Tibial
GTEX-ZTX8-1826-SM-5N9E5	Blood Vessel	Artery - Tibial
GTEX-ZUA1-0626-SM-4YCCW	Blood Vessel	Artery - Tibial
GTEX-ZV6S-2026-SM-5NQ8P	Blood Vessel	Artery - Tibial
GTEX-ZVE2-0526-SM-5GU7E	Blood Vessel	Artery - Tibial
GTEX-ZVP2-2226-SM-5GU6Q	Blood Vessel	Artery - Tibial
GTEX-ZVT3-0426-SM-5GIDW	Blood Vessel	Artery - Tibial
GTEX-ZVTK-0726-SM-5GZX6	Blood Vessel	Artery - Tibial
GTEX-ZVZO-0426-SM-5HL4Z	Blood Vessel	Artery - Tibial
GTEX-ZVZP-2726-SM-5GZXZ	Blood Vessel	Artery - Tibial
GTEX-ZY6K-1926-SM-5GZXW	Blood Vessel	Artery - Tibial
GTEX-ZYFC-0726-SM-5E448	Blood Vessel	Artery - Tibial
GTEX-ZYFD-0526-SM-5E442	Blood Vessel	Artery - Tibial
GTEX-ZYT6-1526-SM-5E45F	Blood Vessel	Artery - Tibial
GTEX-ZYVF-0826-SM-5E447	Blood Vessel	Artery - Tibial
GTEX-ZYW4-0426-SM-5GZYS	Blood Vessel	Artery - Tibial
GTEX-ZYWO-2826-SM-5GIDY	Blood Vessel	Artery - Tibial
GTEX-ZZ64-1326-SM-5E444	Blood Vessel	Artery - Tibial
GTEX-ZZPU-2426-SM-5E44I	Blood Vessel	Artery - Tibial
GTEX-1117F-2426-SM-5EGGH	Uterus	Uterus
GTEX-113JC-2226-SM-5EGJG	Uterus	Uterus
GTEX-11DXX-1526-SM-5H115	Uterus	Uterus
GTEX-11EM3-1926-SM-5987U	Uterus	Uterus
GTEX-11EMC-1826-SM-5A5JT	Uterus	Uterus
GTEX-11GSP-2426-SM-5N9BD	Uterus	Uterus
GTEX-11I78-2126-SM-5A5K8	Uterus	Uterus
GTEX-11P81-1626-SM-5BC52	Uterus	Uterus
GTEX-11ZTS-2326-SM-5EQMY	Uterus	Uterus
GTEX-11ZTT-1726-SM-5EQL4	Uterus	Uterus
GTEX-12WSD-2826-SM-59HKT	Uterus	Uterus
GTEX-12WSG-2126-SM-5EGJ7	Uterus	Uterus
GTEX-12WSK-2026-SM-5CVNB	Uterus	Uterus
GTEX-12ZZX-2126-SM-5LZVL	Uterus	Uterus
GTEX-1313W-2826-SM-5P9G1	Uterus	Uterus
GTEX-131XG-2026-SM-5GCN5	Uterus	Uterus
GTEX-131YS-2326-SM-5IJFJ	Uterus	Uterus
GTEX-132AR-1526-SM-5KM1L	Uterus	Uterus
GTEX-1399S-2226-SM-5IFEW	Uterus	Uterus
GTEX-1399U-1326-SM-5IJET	Uterus	Uterus
GTEX-139D8-2526-SM-5N9G3	Uterus	Uterus
GTEX-13D11-1226-SM-5IFGA	Uterus	Uterus
GTEX-13FTX-1026-SM-5J2O5	Uterus	Uterus
GTEX-13N11-1126-SM-5KM41	Uterus	Uterus
GTEX-13OVI-1026-SM-5L3EM	Uterus	Uterus
GTEX-13OVJ-2326-SM-5IJGA	Uterus	Uterus
GTEX-13PL7-2026-SM-5IFGK	Uterus	Uterus
GTEX-13QBU-1626-SM-5LU4S	Uterus	Uterus
GTEX-13S7M-1726-SM-5RQK3	Uterus	Uterus
GTEX-13U4I-1926-SM-5LU39	Uterus	Uterus
GTEX-13VXT-1626-SM-5IJES	Uterus	Uterus
GTEX-13W3W-1426-SM-5LU56	Uterus	Uterus
GTEX-145ME-1326-SM-5O98Q	Uterus	Uterus
GTEX-14BIM-2226-SM-5SI8Y	Uterus	Uterus
GTEX-14BMU-1826-SM-5RQII	Uterus	Uterus
GTEX-N7MT-0726-SM-3TW8S	Uterus	Uterus
GTEX-OHPL-2026-SM-3TW8R	Uterus	Uterus
GTEX-P4PP-2026-SM-3P61N	Uterus	Uterus
GTEX-P4QT-2026-SM-3NMCJ	Uterus	Uterus
GTEX-P78B-2526-SM-3P5ZY	Uterus	Uterus
GTEX-POMQ-1226-SM-3P61F	Uterus	Uterus
GTEX-PWN1-2026-SM-48TD9	Uterus	Uterus
GTEX-PWOO-1526-SM-48TCK	Uterus	Uterus
GTEX-PX3G-2026-SM-48U1H	Uterus	Uterus
GTEX-Q734-1626-SM-48U1B	Uterus	Uterus
GTEX-QCQG-1326-SM-48U24	Uterus	Uterus
GTEX-R55G-1626-SM-48FF4	Uterus	Uterus
GTEX-RTLS-2426-SM-46MUO	Uterus	Uterus
GTEX-RU1J-1026-SM-46MUR	Uterus	Uterus
GTEX-RU72-2626-SM-4TT75	Uterus	Uterus
GTEX-RWS6-1326-SM-47JXB	Uterus	Uterus
GTEX-S32W-1426-SM-4AD66	Uterus	Uterus
GTEX-S341-1026-SM-4AD71	Uterus	Uterus
GTEX-S4UY-1226-SM-4AD51	Uterus	Uterus
GTEX-S7SF-0826-SM-4AD4W	Uterus	Uterus
GTEX-T2IS-2226-SM-4DM65	Uterus	Uterus
GTEX-T5JW-1526-SM-4DM5E	Uterus	Uterus
GTEX-T6MO-1526-SM-4DM57	Uterus	Uterus
GTEX-TMMY-2226-SM-4DXTN	Uterus	Uterus
GTEX-TSE9-2626-SM-4DXV2	Uterus	Uterus
GTEX-U3ZN-0726-SM-4DXT5	Uterus	Uterus
GTEX-UPIC-1526-SM-4IHLU	Uterus	Uterus
GTEX-W5WG-1326-SM-4LMI9	Uterus	Uterus
GTEX-WEY5-0726-SM-4LMID	Uterus	Uterus
GTEX-WI4N-2426-SM-4OOSC	Uterus	Uterus
GTEX-WWYW-2826-SM-4MVOQ	Uterus	Uterus
GTEX-XUJ4-1526-SM-4BONU	Uterus	Uterus
GTEX-XUW1-0226-SM-4BOOS	Uterus	Uterus
GTEX-XUZC-0926-SM-4BOQF	Uterus	Uterus
GTEX-XYKS-1626-SM-4BRUQ	Uterus	Uterus
GTEX-Y114-1826-SM-4TT87	Uterus	Uterus
GTEX-Y3IK-2126-SM-4YCDS	Uterus	Uterus
GTEX-YFC4-2826-SM-5P9FR	Uterus	Uterus
GTEX-YJ8O-1126-SM-5P9IS	Uterus	Uterus
GTEX-ZAK1-2526-SM-5S2N7	Uterus	Uterus
GTEX-ZLWG-1026-SM-4WWC4	Uterus	Uterus
GTEX-ZP4G-0726-SM-4WWF2	Uterus	Uterus
GTEX-ZTPG-2026-SM-5O999	Uterus	Uterus
GTEX-ZV6S-1526-SM-5NQ7O	Uterus	Uterus
GTEX-ZVT2-0426-SM-5E44S	Uterus	Uterus
GTEX-ZXES-0726-SM-5E451	Uterus	Uterus
GTEX-ZYVF-0526-SM-5E43E	Uterus	Uterus
GTEX-ZYWO-2126-SM-5GZXF	Uterus	Uterus
GTEX-1117F-2526-SM-5GZY6	Vagina	Vagina
GTEX-113JC-1926-SM-5N9GE	Vagina	Vagina
GTEX-11DXX-1726-SM-5H11T	Vagina	Vagina
GTEX-11EM3-1826-SM-5A5KO	Vagina	Vagina
GTEX-11EMC-1926-SM-5A5JU	Vagina	Vagina
GTEX-11GSP-2226-SM-5HL5Q	Vagina	Vagina
GTEX-11I78-2026-SM-5987C	Vagina	Vagina
GTEX-11P81-2126-SM-5HL6N	Vagina	Vagina
GTEX-11TTK-2726-SM-5GU58	Vagina	Vagina
GTEX-11VI4-0726-SM-5GU5B	Vagina	Vagina
GTEX-11XUK-1326-SM-5EQM4	Vagina	Vagina
GTEX-12WSB-2426-SM-5EGJC	Vagina	Vagina
GTEX-12WSD-2926-SM-5LZUH	Vagina	Vagina
GTEX-12WSJ-1326-SM-5GCOB	Vagina	Vagina
GTEX-12ZZX-1926-SM-5EGKC	Vagina	Vagina
GTEX-131XG-2126-SM-5DUXG	Vagina	Vagina
GTEX-131YS-2426-SM-5J2OD	Vagina	Vagina
GTEX-132AR-1626-SM-5EGHP	Vagina	Vagina
GTEX-1399S-2326-SM-5K7YV	Vagina	Vagina
GTEX-1399U-1526-SM-5J2N7	Vagina	Vagina
GTEX-13D11-1326-SM-5IJFY	Vagina	Vagina
GTEX-13N11-1526-SM-5L3FL	Vagina	Vagina
GTEX-13OVI-0926-SM-5J1MI	Vagina	Vagina
GTEX-13PL7-2726-SM-5L3GB	Vagina	Vagina
GTEX-13PVR-1426-SM-5S2PW	Vagina	Vagina
GTEX-13QBU-1726-SM-5IJFQ	Vagina	Vagina
GTEX-13QIC-1826-SM-5J1MY	Vagina	Vagina
GTEX-13U4I-2026-SM-5LU3L	Vagina	Vagina
GTEX-13W3W-2326-SM-5LU4Y	Vagina	Vagina
GTEX-145ME-1426-SM-5RQJS	Vagina	Vagina
GTEX-146FH-2626-SM-5Q5E1	Vagina	Vagina
GTEX-146FR-2426-SM-5NQAU	Vagina	Vagina
GTEX-147F3-1526-SM-5SIAK	Vagina	Vagina
GTEX-14A5I-2726-SM-5SIB3	Vagina	Vagina
GTEX-14AS3-1726-SM-5RQJV	Vagina	Vagina
GTEX-14BMU-1926-SM-5S2QC	Vagina	Vagina
GTEX-14DAQ-2326-SM-5S2QX	Vagina	Vagina
GTEX-N7MT-1926-SM-3LK5N	Vagina	Vagina
GTEX-NL3G-2526-SM-4SOIE	Vagina	Vagina
GTEX-OHPK-2526-SM-3MJH9	Vagina	Vagina
GTEX-OHPL-2526-SM-3MJGT	Vagina	Vagina
GTEX-P4PP-2526-SM-3P61P	Vagina	Vagina
GTEX-P78B-2226-SM-3P5ZZ	Vagina	Vagina
GTEX-PLZ4-2726-SM-3P61A	Vagina	Vagina
GTEX-PWCY-1726-SM-48TD3	Vagina	Vagina
GTEX-PWN1-2526-SM-48TDS	Vagina	Vagina
GTEX-PWOO-2026-SM-48TDE	Vagina	Vagina
GTEX-PX3G-2526-SM-48TZV	Vagina	Vagina
GTEX-Q734-1426-SM-48TZQ	Vagina	Vagina
GTEX-QCQG-1226-SM-48U23	Vagina	Vagina
GTEX-QDT8-2526-SM-48TYX	Vagina	Vagina
GTEX-QVJO-2526-SM-4R1KB	Vagina	Vagina
GTEX-RU1J-1426-SM-46MUV	Vagina	Vagina
GTEX-RWS6-1726-SM-47JXP	Vagina	Vagina
GTEX-S341-1226-SM-4AD5S	Vagina	Vagina
GTEX-S4P3-1126-SM-4AD52	Vagina	Vagina
GTEX-S4UY-1326-SM-4AD4X	Vagina	Vagina
GTEX-S7SF-1426-SM-4AT5A	Vagina	Vagina
GTEX-SE5C-1126-SM-4BRWZ	Vagina	Vagina
GTEX-T2IS-1926-SM-4DM74	Vagina	Vagina
GTEX-T6MO-1226-SM-4DM5S	Vagina	Vagina
GTEX-TML8-1126-SM-4DXSS	Vagina	Vagina
GTEX-TMMY-1926-SM-4DXUU	Vagina	Vagina
GTEX-TSE9-2526-SM-4DXUS	Vagina	Vagina
GTEX-U3ZN-0926-SM-4DXTU	Vagina	Vagina
GTEX-UJHI-1326-SM-4IHJO	Vagina	Vagina
GTEX-UPIC-1426-SM-4IHLQ	Vagina	Vagina
GTEX-W5WG-1026-SM-4LMIF	Vagina	Vagina
GTEX-WEY5-0826-SM-4LMIH	Vagina	Vagina
GTEX-WRHU-2926-SM-4MVNQ	Vagina	Vagina
GTEX-X15G-1926-SM-4PQZQ	Vagina	Vagina
GTEX-X8HC-2826-SM-46MWJ	Vagina	Vagina
GTEX-XUJ4-1626-SM-4BONV	Vagina	Vagina
GTEX-XUW1-0326-SM-4BOOR	Vagina	Vagina
GTEX-XV7Q-1626-SM-4BRWC	Vagina	Vagina
GTEX-Y114-1926-SM-4TT8J	Vagina	Vagina
GTEX-Y3IK-2226-SM-4YCD4	Vagina	Vagina
GTEX-Y8LW-1426-SM-5RQJJ	Vagina	Vagina
GTEX-YFC4-2926-SM-5IFJ8	Vagina	Vagina
GTEX-YJ8O-1226-SM-5P9JE	Vagina	Vagina
GTEX-ZAJG-2926-SM-5HL8P	Vagina	Vagina
GTEX-ZC5H-2226-SM-4WAWS	Vagina	Vagina
GTEX-ZE7O-2426-SM-57WD7	Vagina	Vagina
GTEX-ZGAY-2226-SM-4YCCX	Vagina	Vagina
GTEX-ZLWG-1126-SM-4WWFQ	Vagina	Vagina
GTEX-ZP4G-0826-SM-4WWF3	Vagina	Vagina
GTEX-ZQG8-1126-SM-51MRL	Vagina	Vagina
GTEX-ZTPG-2226-SM-57WF9	Vagina	Vagina
GTEX-ZV6S-1326-SM-59HJA	Vagina	Vagina
GTEX-ZVT2-0626-SM-5GICR	Vagina	Vagina
GTEX-ZVT3-2726-SM-5GU5X	Vagina	Vagina
GTEX-ZXES-0626-SM-5E45P	Vagina	Vagina
GTEX-ZYVF-0326-SM-5GIES	Vagina	Vagina
GTEX-ZYWO-2026-SM-5GIDA	Vagina	Vagina
GTEX-ZYY3-2626-SM-5N9DH	Vagina	Vagina
GTEX-ZZPU-2226-SM-5EGIV	Vagina	Vagina
GTEX-111YS-0006-SM-5NQBE	Blood	Whole Blood
GTEX-1122O-0005-SM-5O99J	Blood	Whole Blood
GTEX-1128S-0005-SM-5P9HI	Blood	Whole Blood
GTEX-113IC-0006-SM-5NQ9C	Blood	Whole Blood
GTEX-113JC-0006-SM-5O997	Blood	Whole Blood
GTEX-117XS-0005-SM-5PNU6	Blood	Whole Blood
GTEX-117YW-0005-SM-5NQ8Z	Blood	Whole Blood
GTEX-1192W-0005-SM-5NQBQ	Blood	Whole Blood
GTEX-11DXW-0006-SM-5NQ7Y	Blood	Whole Blood
GTEX-11DXX-0005-SM-5NQ8B	Blood	Whole Blood
GTEX-11DXY-0006-SM-5NQ8N	Blood	Whole Blood
GTEX-11DXZ-0006-SM-5LZZH	Blood	Whole Blood
GTEX-11DYG-0006-SM-5NQB2	Blood	Whole Blood
GTEX-11EI6-0005-SM-5N9GN	Blood	Whole Blood
GTEX-11EM3-0005-SM-5N9DK	Blood	Whole Blood
GTEX-11EMC-0006-SM-5O9DN	Blood	Whole Blood
GTEX-11EQ8-0006-SM-5P9HJ	Blood	Whole Blood
GTEX-11EQ9-0006-SM-5LUB6	Blood	Whole Blood
GTEX-11GS4-0006-SM-5SI9M	Blood	Whole Blood
GTEX-11GSO-0005-SM-5O9CA	Blood	Whole Blood
GTEX-11GSP-0006-SM-5N9EL	Blood	Whole Blood
GTEX-11I78-0005-SM-5N9GB	Blood	Whole Blood
GTEX-11LCK-0005-SM-5O98U	Blood	Whole Blood
GTEX-11NSD-0005-SM-5LZZ5	Blood	Whole Blood
GTEX-11NUK-0005-SM-5MR5F	Blood	Whole Blood
GTEX-11NV4-0005-SM-5N9EX	Blood	Whole Blood
GTEX-11O72-0006-SM-5O9DB	Blood	Whole Blood
GTEX-11OC5-0006-SM-5N9FA	Blood	Whole Blood
GTEX-11OF3-0006-SM-5O9CM	Blood	Whole Blood
GTEX-11ONC-0005-SM-5O9CY	Blood	Whole Blood
GTEX-11P7K-0006-SM-5N9FM	Blood	Whole Blood
GTEX-11P81-0006-SM-5NQ7A	Blood	Whole Blood
GTEX-11P82-0006-SM-5N9FY	Blood	Whole Blood
GTEX-11PRG-0005-SM-5NQ6X	Blood	Whole Blood
GTEX-11TT1-0005-SM-5NQ8Y	Blood	Whole Blood
GTEX-11TTK-0005-SM-5O9BX	Blood	Whole Blood
GTEX-11TUW-0006-SM-5LZW2	Blood	Whole Blood
GTEX-11UD2-0005-SM-5NQ9B	Blood	Whole Blood
GTEX-11VI4-0006-SM-5N9D8	Blood	Whole Blood
GTEX-11WQC-0006-SM-5LZVP	Blood	Whole Blood
GTEX-11WQK-0005-SM-5O9AV	Blood	Whole Blood
GTEX-11XUK-0005-SM-5LU9F	Blood	Whole Blood
GTEX-11ZTS-0005-SM-5NQ8A	Blood	Whole Blood
GTEX-11ZTT-0006-SM-5N9FX	Blood	Whole Blood
GTEX-11ZUS-0006-SM-5O9AJ	Blood	Whole Blood
GTEX-1211K-0006-SM-5MR53	Blood	Whole Blood
GTEX-12126-0006-SM-5O9B8	Blood	Whole Blood
GTEX-1212Z-0006-SM-5NQ8M	Blood	Whole Blood
GTEX-12584-0005-SM-5N9GM	Blood	Whole Blood
GTEX-12696-0005-SM-5LZYS	Blood	Whole Blood
GTEX-1269C-0005-SM-5N9CJ	Blood	Whole Blood
GTEX-12BJ1-0006-SM-5SIB5	Blood	Whole Blood
GTEX-12C56-0006-SM-5N9E9	Blood	Whole Blood
GTEX-12KS4-0005-SM-5SI94	Blood	Whole Blood
GTEX-12WSA-0005-SM-5O9BM	Blood	Whole Blood
GTEX-12WSB-0006-SM-5O998	Blood	Whole Blood
GTEX-12WSC-0005-SM-5MR3H	Blood	Whole Blood
GTEX-12WSD-0005-SM-5N9FZ	Blood	Whole Blood
GTEX-12WSE-0005-SM-5NQAE	Blood	Whole Blood
GTEX-12WSF-0005-SM-5NQAQ	Blood	Whole Blood
GTEX-12WSG-0005-SM-5NQA2	Blood	Whole Blood
GTEX-12WSH-0005-SM-5NQ9P	Blood	Whole Blood
GTEX-12WSI-0005-SM-5O99K	Blood	Whole Blood
GTEX-12WSJ-0005-SM-5LU8S	Blood	Whole Blood
GTEX-12WSK-0006-SM-5NQA1	Blood	Whole Blood
GTEX-12WSL-0005-SM-5NQAD	Blood	Whole Blood
GTEX-12WSM-0005-SM-5NQB3	Blood	Whole Blood
GTEX-12WSN-0006-SM-5NQAP	Blood	Whole Blood
GTEX-12ZZW-0005-SM-5O9BY	Blood	Whole Blood
GTEX-12ZZX-0005-SM-5O9A9	Blood	Whole Blood
GTEX-13111-0005-SM-5NQ7Z	Blood	Whole Blood
GTEX-13113-0006-SM-5NQ7X	Blood	Whole Blood
GTEX-1313W-0006-SM-5O9B1	Blood	Whole Blood
GTEX-1314G-0005-SM-5NQ9O	Blood	Whole Blood
GTEX-131XE-0006-SM-5P9F9	Blood	Whole Blood
GTEX-131XF-0006-SM-5P9HK	Blood	Whole Blood
GTEX-131XG-0006-SM-5O9CE	Blood	Whole Blood
GTEX-131XH-0006-SM-5O98V	Blood	Whole Blood
GTEX-131XW-0006-SM-5O9AO	Blood	Whole Blood
GTEX-131YS-0005-SM-5NQAS	Blood	Whole Blood
GTEX-132AR-0006-SM-5NQ7N	Blood	Whole Blood
GTEX-132NY-0005-SM-5O9AC	Blood	Whole Blood
GTEX-132Q8-0006-SM-5NQA4	Blood	Whole Blood
GTEX-132QS-0005-SM-5LZXK	Blood	Whole Blood
GTEX-1399Q-0005-SM-5NQAG	Blood	Whole Blood
GTEX-1399R-0006-SM-5N9FR	Blood	Whole Blood
GTEX-1399S-0006-SM-5NQ7U	Blood	Whole Blood
GTEX-1399U-0005-SM-5NQ8K	Blood	Whole Blood
GTEX-139D8-0006-SM-5LZX8	Blood	Whole Blood
GTEX-139T6-0006-SM-5LU92	Blood	Whole Blood
GTEX-139T8-0006-SM-5NQ6V	Blood	Whole Blood
GTEX-139TS-0005-SM-5NQC1	Blood	Whole Blood
GTEX-139TT-0006-SM-5O9CG	Blood	Whole Blood
GTEX-139TU-0006-SM-5LZVN	Blood	Whole Blood
GTEX-139UW-0005-SM-5NQ8U	Blood	Whole Blood
GTEX-13CF2-0006-SM-5O99L	Blood	Whole Blood
GTEX-13CF3-0006-SM-5N9ED	Blood	Whole Blood
GTEX-13CIG-0006-SM-5P9HF	Blood	Whole Blood
GTEX-13CZU-0005-SM-5LU8K	Blood	Whole Blood
GTEX-13FTW-0005-SM-5LZVZ	Blood	Whole Blood
GTEX-13FTX-0005-SM-5N9F6	Blood	Whole Blood
GTEX-13FTY-0005-SM-5NQ78	Blood	Whole Blood
GTEX-13FTZ-0005-SM-5NQ9N	Blood	Whole Blood
